id;price;region;street_name;room_count;total_square;floor;subway;max_floor;street_number;living_square;kitchen_square
2019;380000;Голосіївський;Голосіївський просп. (40-річчя Жовтня);3;100;3;Голосіївська;23;60;60;40
2020;285000;Голосіївський;Деміївська вул.;2;76;18;Деміївська;23;29;40;36
2024;96900;Оболонський;Йорданська вул. (Гавро Лайоша);3;66,6;2;Оболонь;9;16;48,3;7,4
2026;62000;Оболонський;Володимира Івасюка просп. (Героїв Сталінграда);1;34;10;Мінська;16;27А;17;8
2027;280000;Шевченківський;Мала Житомирська вул.;2;62;2;Майдан Незалежності;4;13/6;30;30
2028;73000;Голосіївський;Казимира Малевича вул. (Боженка);1;36;4;Либідська;5;119;26;10
2029;145000;Шевченківський;Шолуденка вул.;3;83,12;5;Лук'янівська;16;30;33,5;23,8
2030;73000;Дарницький;Драгоманова вул.;2;61;13;Позняки;14;23б;31;9
2032;205000;Печерський;Андрія Верхогляда вул. (Драгомирова);3;89;4;Звіринецька;18;1;41;26
2033;125000;Оболонський;Володимира Івасюка просп. (Героїв Сталінграда);1;50,6;2;Оболонь;9;6б;17;12,3
2040;260000;Дніпровський;Микільсько-Слобідська вул.;3;95;25;Лівобережна;33;3Б;40;25
2042;380000;Печерський;Андрія Верхогляда вул. (Драгомирова);4;135;16;Звіринецька;25;2А;60;32
2043;110000;Дарницький;Дніпровська наб.;3;73;25;Осокорки;26;18А;25;22
2044;420000;Печерський;Новопечерський пров.;3;115;13;Печерська;14;7;45;25
2045;120000;Голосіївський;Самійла Кішки вул. (Конєва);1;52;11;Іподром;25;12;18;16
2046;88000;Дарницький;Урлівська вул.;2;69;14;Осокорки;16;5а;35;13
2048;27000;Дарницький;Підлипка вул.;1;19,6;3;Славутич;4;2;12,1;4
2051;139000;Святошинський;Берестейський просп. (Перемоги);1;59;15;Берестейська;15;42;33;15
2052;230000;Святошинський;Берестейський просп. (Перемоги);2;88,6;18;Берестейська;23;42;55;23
2053;125000;Печерський;Євгена Коновальця вул. (Щорса);1;55,6;18;Палац Україна;31;19;18,1;24,6
2057;366000;Печерський;Андрія Верхогляда вул. (Драгомирова);4;170;16;Звіринецька;25;3;100;60
2062;139000;Шевченківський;Берестейський просп. (Перемоги);1;58;15;Шулявська;23;42а;30;20
2065;75000;Дніпровський;Малишка Андрія вул.;3;63;11;Дарниця;12;3;36;8
2067;75000;Оболонський;Володимира Івасюка просп. (Героїв Сталінграда);3;72;2;Мінська;9;42а;42;12
2069;92000;Подільський;Верхній Вал вул.;1;46,4;2;Контрактова площа;5;48/28а;20,1;10,1
2070;190000;Голосіївський;Самійла Кішки вул. (Конєва);3;91;11;Іподром;22;10/1;49;17
2071;225000;Печерський;Василя Тютюнника вул. (Барбюса Анрі);2;81;11;Палац Україна;22;28а;40;38
2075;200000;Печерський;Джона Маккейна вул. (Кудрі Івана);2;67;15;Звіринецька;19;26;25;35
2076;210000;Шевченківський;Золотоустівська вул.;3;85;13;Лук'янівська;22;47-49;40;20
2077;118000;Дарницький;Ревуцького вул.;2;80,4;24;Харківська;26;40Г;32,4;17,1
2078;86000;Дарницький;Григоренка Петра просп.;3;70;2;Позняки;10;7в;42,3;9,5
2079;104000;Печерський;Лейпцизька вул.;2;36;2;Дніпро;5;5;26;4
2082;114900;Солом'янський;Генерала Шаповала вул. (Механізаторів);1;58;13;Вокзальна;25;2;11;31
2084;128000;Шевченківський;Тургенєвська вул.;2;52;3;Вокзальна;4;35А;28;14
2086;115000;Дніпровський;Воскресенська вул.;2;64;12;Дарниця;24;12б;33;12
2089;175000;Печерський;Лесі Українки бульв.;3;80;16;Звіринецька;17;36Б;36;30
2092;125000;Печерський;Миколи Міхновського бульв. (Дружби Народів);2;53,5;3;Либідська;6;9;30,4;8,2
2093;290000;Оболонський;Володимира Івасюка просп. (Героїв Сталінграда);5;166,6;2;Мінська;9;24;140;24
2094;100000;Шевченківський;Дегтярівська вул.;2;65;16;Шулявська;28;25;45;18
2097;85000;Дарницький;Вірменська вул.;1;48;8;Вирлиця;24;6;22;11
2098;79000;Печерський;Первомайського Леоніда вул.;2;44;4;Кловська;7;11;27;6
2099;299998;Голосіївський;Ужгородський пров.;3;116;10;Васильківська;23;4/1;84;20
2100;168000;Солом'янський;Липківского Василя вул. (Урицького);3;81;12;Вокзальна;24;38;31;30
2101;55000;Подільський;Віктора Некрасова вул. (Північно-Сирецька);1;44;12;Сирець;23;12А;17;16
2102;300000;Шевченківський;Глибочицька вул.;3;137;6;Лук'янівська;23;32Б;47;48
2103;154000;Шевченківський;Сікорського Ігоря вул. (Танкова);2;71;10;Берестейська;22;1;17;19
2105;130000;Дарницький;Трускавецька вул.;2;60;4;Осокорки;24;4б;21;12
2106;128000;Печерський;Бендукідзе Кахи вул.;1;43;4;Звіринецька;25;2;19;11
2107;130000;Печерський;Іоана Павла II вул. (Лумумби Патріса);1;46;9;Палац Україна;24;11;18;13
2108;235000;Печерський;Джона Маккейна вул. (Кудрі Івана);2;63;5;Либідська;24;1б;33;12
2109;450000;Печерський;Предславинська вул.;5;251;22;Палац Україна;25;31/11;139;50
2110;389999;Шевченківський;Іринінська вул.;3;132;5;Золоті Ворота;12;5/24;72;12
2111;73000;Дніпровський;Каховська вул.;1;40;22;Лівобережна;26;56;17;12
2113;119000;Печерський;Джона Маккейна вул. (Кудрі Івана);3;64,4;4;Звіринецька;5;37;46,7;7
2114;195000;Оболонський;Володимира Івасюка просп. (Героїв Сталінграда);2;104;4;Оболонь;15;8;45,5;15,3
2115;272000;Оболонський;Володимира Івасюка просп. (Героїв Сталінграда);3;143,3;4;Мінська;5;24;89,5;24,6
2116;175000;Голосіївський;Казимира Малевича вул. (Боженка);1;45;14;Палац Україна;16;48;19;15
2117;155000;Голосіївський;Казимира Малевича вул. (Боженка);1;45;4;Палац Україна;16;48;19;15
2118;125000;Шевченківський;Шолуденка вул.;4;93;2;Лук'янівська;26;30;45;13,7
2119;138000;Голосіївський;Антоновича вул. (Горького);2;65,7;24;Палац Україна;25;109;11,5;38,9
2120;79800;Шевченківський;Ризька вул.;1;50;9;Сирець;25;73г;19,8;13,3
2124;80000;Шевченківський;Дегтярівська вул.;1;41;9;Шулявська;28;25Ж;15;14
2125;110000;Шевченківський;Лисенка вул.;1;45;4;Золоті Ворота;4;4А;20;10
2127;340000;Печерський;Старонаводницька вул.;4;170;9;Печерська;25;6б;100;19
2131;39000;Шевченківський;Зоологічна;1;30;7;Лук'янівська;9;12/15;15;6,6
2133;170000;Оболонський;Володимира Івасюка просп. (Героїв Сталінграда);2;75;7;Оболонь;24;8А;44,5;14,8
2134;245000;Печерський;Андрія Верхогляда вул. (Драгомирова);2;81;2;Звіринецька;17;17в;45;30
2135;114900;Солом'янський;Генерала Шаповала вул. (Механізаторів);1;58;13;Вокзальна;25;2;11;31
2137;120000;Дарницький;Дніпровська наб.;1;47,7;21;Осокорки;26;18А;14,7;24
2140;166999;Голосіївський;Голосіївський просп. (40-річчя Жовтня);2;65;11;Голосіївська;23;60;20;25
2141;165000;Голосіївський;Казимира Малевича вул. (Боженка);3;84;17;Палац Україна;24;89;31,5;21
2143;199000;Голосіївський;Ясинуватський пров.;3;100;21;Деміївська;23;10;40;40
2147;310000;Печерський;Дарвіна вул.;3;117;2;Палац Спорту;5;7;90;8
2148;205000;Оболонський;Володимира Івасюка просп. (Героїв Сталінграда);2;73;12;Оболонь;22;4А;50;15
